"master_id","id","day","amount","dollar_amount"
4,1,0,2,29.33
4,1,2.42857142857143,2,29.73
4,1,30.4285714285714,1,14.96
4,1,49.2857142857143,2,26.48
4,1,66.5202128344847,0,0
21,2,0,3,63.34
21,2,1.71428571428571,1,11.77
21,2,2.57315098048587,0,0
50,3,0,1,6.79
50,3,1.47613175120205,0,0
71,4,0,1,13.97
71,4,1.82227662019432,0,0
86,5,0,2,23.94
86,5,0.375271735247225,0,0
111,6,0,1,35.99
111,6,1.42857142857143,1,32.99
111,6,10.4285714285714,4,77.96
111,6,15,3,59.3
111,6,16.1428571428571,2,134.98
111,6,24.7142857142857,1,91.92
111,6,28.8571428571429,3,47.08
111,6,29.4285714285714,2,71.96
111,6,42.4285714285714,3,78.47
111,6,48.4285714285714,3,83.47
111,6,54.5714285714286,4,84.46
111,6,58.5714285714286,4,123.96
111,6,59.4285714285714,2,32.98
111,6,60.1428571428571,2,23.06
111,6,70.5714285714286,1,72.99
111,6,76.4285714285714,3,55.47
111,6,87.978943956862,0,0
112,7,0,1,11.77
112,7,5,1,11.77
112,7,5.03066327143461,0,0
113,8,0,3,32.91
113,8,61,1,15.27
113,8,61.4285714285714,1,11.49
113,8,75.0941156417442,0,0
114,9,0,1,16.36
114,9,17.1428571428571,2,28.13
114,9,35.7142857142857,1,22.97
114,9,57.8571428571429,1,28.49
114,9,58,2,28.98
114,9,77.3216942786239,0,0
131,10,0,2,30.32
131,10,0.535892678424716,0,0
133,11,0,1,18.99
133,11,3.71428571428571,1,14.37
133,11,4.42857142857143,1,9.77
133,11,8.57142857142857,1,15.99
133,11,17.5714285714286,3,47.33
133,11,24.4285714285714,3,59.74
133,11,44.8571428571429,2,32.98
133,11,50.7513580272563,0,0
151,12,0,1,13.97
151,12,0.518839590717107,0,0
166,13,0,2,29.53
166,13,47.5714285714286,2,16.48
166,13,49.4285714285714,3,36.97
166,13,50.5714285714286,2,17.98
166,13,51,3,36.97
166,13,59.8571428571429,1,11.49
166,13,63,1,11.88
166,13,73,1,11.88
166,13,90.5580400567851,0,0
181,14,0,3,43.7
181,14,1.27977191191167,0,0
198,15,0,1,15.76
198,15,1.39973846171051,0,0
221,16,0,1,12.49
221,16,0.365064600016922,0,0
228,17,0,2,25.98
228,17,5.14285714285714,2,23.54
228,17,5.85714285714286,1,13.97
228,17,6,1,27.77
228,17,8.28571428571429,1,9.98
228,17,9.85714285714286,1,15.36
228,17,20.8571428571429,1,21.97
228,17,21.4285714285714,1,17.3
228,17,26.8571428571429,3,51.75
228,17,31.1428571428571,2,36.74
228,17,34.1428571428571,1,23.97
228,17,51.7142857142857,3,41.47
228,17,52.8571428571429,1,29.99
228,17,57.8429495248647,0,0
234,18,0,1,13.97
234,18,4.85714285714286,1,9.99
234,18,6.69609247680221,0,0
226,19,0.142857142857143,2,35.93
226,19,7.57142857142857,2,26.73
226,19,15.5714285714286,2,23.76
226,19,28.4285714285714,2,24.74
226,19,58.5714285714286,1,15.49
226,19,69.8571428571429,3,43.47
226,19,74.2967611412917,0,0
243,20,0.142857142857143,2,17.96
243,20,1.06585688390104,0,0
256,21,0.142857142857143,1,14.99
256,21,8.57142857142857,2,34.6
256,21,14.7142857142857,1,29.99
256,21,24.5554794005251,0,0
261,22,0.142857142857143,1,8.77
261,22,2.03006640881566,0,0
281,23,0.142857142857143,1,14.7
281,23,1.29073673406882,0,0
297,24,0.142857142857143,1,14.96
297,24,1.58767984355135,0,0
312,25,0.142857142857143,2,87.74
312,25,50.5714285714286,1,14.99
312,25,92.5183313655933,0,0
314,26,0.142857142857143,1,3.99
314,26,1.71428571428571,10,166.89
314,26,1.71428571428571,4,60.25
314,26,4.41740683572633,0,0
333,27,0.142857142857143,1,15.9
333,27,1.30375176774604,0,0
341,28,0.142857142857143,2,26.14
341,28,29.5714285714286,4,80.46
341,28,44.7942659967978,0,0
350,29,0.142857142857143,1,46.37
350,29,0.326811443681696,0,0
353,30,0.142857142857143,2,28.76
353,30,6,2,40.47
353,30,10.2003045932922,0,0
367,31,0.142857142857143,1,44.77
367,31,1.73977320608018,0,0
388,32,0.142857142857143,1,10.77
388,32,1.57374668972833,0,0
408,33,0.142857142857143,1,25.99
408,33,1.01896175010396,0,0
425,34,0.142857142857143,1,14.99
425,34,1.16916529707877,0,0
429,35,0.142857142857143,1,11.77
429,35,27.2857142857143,2,31.14
429,35,75.5714285714286,1,59.49
429,35,84.5623053044879,0,0
440,36,0.142857142857143,1,14.96
440,36,0.67982278591288,0,0
473,37,0.142857142857143,3,34.97
473,37,1.99210016954956,0,0
489,38,0.142857142857143,3,47
489,38,2.28571428571429,1,13.97
489,38,6.23717357291441,0,0
502,39,0.142857142857143,1,15.36
502,39,40.1428571428571,1,16.99
502,39,51.918940010148,0,0
516,40,0.142857142857143,1,14.99
516,40,0.543268529365637,0,0
487,41,0.285714285714286,1,11.77
487,41,1.74461382467832,0,0
530,42,0.285714285714286,1,11.97
530,42,2.28329152407657,0,0
542,43,0.285714285714286,4,45.67
542,43,0.496486490858453,0,0
558,44,0.285714285714286,4,49.67
558,44,1.66971721200805,0,0
562,45,0.285714285714286,1,8.97
562,45,24.7142857142857,1,14.96
562,45,32.8077357529463,0,0
564,46,0.285714285714286,3,40.7
564,46,1.85714285714286,1,14.96
564,46,2.85714285714286,2,43.13
564,46,3.71428571428571,1,14.96
564,46,4.85714285714286,2,39.33
564,46,14.2857142857143,2,29.92
564,46,25.2857142857143,2,37.93
564,46,27.1428571428571,2,26.73
564,46,27.7142857142857,2,29.58
564,46,29.8571428571429,1,14.96
564,46,30.1428571428571,1,21.97
564,46,34.1428571428571,2,29.73
564,46,34.1428571428571,2,27.74
564,46,34.7142857142857,2,23.54
564,46,40.7142857142857,2,32.48
564,46,42.8571428571429,2,24.48
564,46,49.5714285714286,3,35.97
564,46,53.4285714285714,2,26.48
564,46,58.2857142857143,2,28.98
564,46,60.5714285714286,2,30.98
564,46,61.1428571428571,2,32.47
564,46,64,2,25.98
564,46,67,1,11.88
564,46,73.5714285714286,1,12.99
564,46,74.3251885413774,0,0
581,47,0.285714285714286,1,14.37
581,47,1.22650242157813,0,0
612,48,0.285714285714286,1,12.49
612,48,1.89075454257961,0,0
621,49,0.285714285714286,1,17.9
621,49,1.85714285714286,1,14.37
621,49,3.98008288376566,0,0
636,50,0.285714285714286,3,27.92
636,50,0.289677092605936,0,0
656,51,0.285714285714286,3,55.1
656,51,66.4285714285714,6,93.81
656,51,66.4285714285714,2,20.98
656,51,108.994457579706,0,0
675,52,0.285714285714286,1,24.99
675,52,0.806644981993096,0,0
687,53,0.285714285714286,1,12.97
687,53,66.2857142857143,2,34.41
687,53,86.6976486093232,0,0
736,54,0.285714285714286,2,28.74
736,54,1.38933813086312,0,0
755,55,0.285714285714286,1,52.99
755,55,0.426386752431946,0,0
756,56,0.285714285714286,1,14.37
756,56,26.5714285714286,1,13.97
756,56,33.4285714285714,4,42.08
756,56,40.1548181826559,0,0
760,57,0.285714285714286,1,11.77
760,57,4.57142857142857,1,15.36
760,57,67.7142857142857,2,26.3
760,57,98.7073085974192,0,0
18,58,0.428571428571429,1,14.96
18,58,1.6434279809972,0,0
645,59,0.428571428571429,3,44.71
645,59,38.8571428571429,1,6.49
645,59,46.7142857142857,1,12.99
645,59,63.1428571428571,1,36.99
645,59,84.0079982842851,0,0
703,60,0.428571428571429,8,121.34
703,60,2.23014872700774,0,0
773,61,0.428571428571429,4,56.27
773,61,2.71428571428571,4,62.9
773,61,2.71428571428571,1,15.36
773,61,7.71428571428571,3,63.95
773,61,7.71428571428571,1,24.99
773,61,8.71428571428571,1,15.36
773,61,29.8571428571429,1,31.03
773,61,50,2,29.48
773,61,50.1428571428571,1,28.49
773,61,50.7142857142857,3,66.97
773,61,57.4527074187329,0,0
775,62,0.428571428571429,10,186.67
775,62,0.53700930618548,0,0
789,63,0.428571428571429,2,27.34
789,63,16.5714285714286,3,43.13
789,63,64.7142857142857,2,28.97
789,63,83.5690817772411,0,0
795,64,0.428571428571429,1,13.97
795,64,1.18821123235726,0,0
816,65,0.428571428571429,3,35.31
816,65,0.741188188482608,0,0
834,66,0.428571428571429,2,21.98
834,66,2.02519091770851,0,0
836,67,0.428571428571429,4,59.08
836,67,3.57142857142857,10,144.08
836,67,21.5714285714286,8,122.88
836,67,45,8,140.42
836,67,52.7188163077725,0,0
857,68,0.428571428571429,2,24.94
857,68,0.966517425541367,0,0
875,69,0.428571428571429,1,16.99
875,69,1.1584726096397,0,0
881,70,0.428571428571429,2,36.94
881,70,1.42857142857143,1,11.77
881,70,21.7142857142857,5,71.02
881,70,29.7142857142857,3,45.09
881,70,67.4285714285714,7,106.03
881,70,91.2389897080404,0,0
899,71,0.428571428571429,2,145.47
899,71,1.29951435739973,0,0
913,72,0.428571428571429,1,12.77
913,72,1.98156167466992,0,0
918,73,0.428571428571429,4,51.87
918,73,6.28571428571429,5,69.23
918,73,48.5714285714286,1,15.49
918,73,70.5214552862481,0,0
936,74,0.428571428571429,1,14.99
936,74,1.11557202965819,0,0
947,75,0.428571428571429,6,53.46
947,75,5.57142857142857,2,20.77
947,75,6.89936807259385,0,0
958,76,0.428571428571429,8,117.1
958,76,0.590619146291699,0,0
974,77,0.428571428571429,1,18.36
974,77,2.19282624910453,0,0
989,78,0.571428571428571,1,14.96
989,78,2.42364930926955,0,0
1012,79,0.571428571428571,1,13.97
1012,79,9.28571428571429,1,13.77
1012,79,11.4285714285714,1,14.37
1012,79,17.4285714285714,3,32.51
1012,79,19.3026125396136,0,0
1014,80,0.571428571428571,5,96.36
1014,80,1.7502388880322,0,0
1034,81,0.571428571428571,2,33.96
1034,81,1.73367830698511,0,0
1035,82,0.571428571428571,5,66.84
1035,82,8,3,42.09
1035,82,11.7346407180386,0,0
1050,83,0.571428571428571,2,21.76
1050,83,0.589427280771945,0,0
1062,84,0.571428571428571,1,14.96
1062,84,0.81726567174441,0,0
1080,85,0.571428571428571,1,14.99
1080,85,2.14230093320033,0,0
1099,86,0.571428571428571,1,14.96
1099,86,4.71428571428571,2,24.74
1099,86,5,1,8
1099,86,7.85714285714286,1,13.97
1099,86,8.14285714285714,1,27.77
1099,86,10.8571428571429,3,45.28
1099,86,24.8571428571429,4,58.68
1099,86,27,1,14.96
1099,86,51.8571428571429,1,17.49
1099,86,60.2857142857143,1,18.49
1099,86,63.7142857142857,1,10.49
1099,86,76,3,46.47
1099,86,83.8602698076117,0,0
1101,87,0.571428571428571,1,0
1101,87,2.48763928615621,0,0
1108,88,0.571428571428571,1,16.3
1108,88,0.571428571428571,1,13.99
1108,88,6.28571428571429,2,14.96
1108,88,9,2,11.58
1108,88,12,1,6.79
1108,88,14.5714285714286,1,6.79
1108,88,29.1428571428571,1,12.25
1108,88,30.7142857142857,2,20.74
1108,88,33.5714285714286,1,11.77
1108,88,33.5714285714286,1,12.25
1108,88,35,1,14.96
1108,88,35.8571428571429,1,12.99
1108,88,36,1,11.49
1108,88,39.8571428571429,1,5.49
1108,88,45.8571428571429,1,4.49
1108,88,45.8571428571429,1,5.49
1108,88,60.5714285714286,1,5.49
1108,88,61.2857142857143,1,2.99
1108,88,69.7491597633122,0,0
1131,89,0.571428571428571,5,71.63
1131,89,1.10715774173981,0,0
1150,90,0.571428571428571,1,37.97
1150,90,1.06999245525471,0,0
1158,91,0.571428571428571,6,79.94
1158,91,33.8571428571429,1,14.99
1158,91,58.1949048413163,0,0
1167,92,0.571428571428571,4,47.28
1167,92,1.42857142857143,4,60.84
1167,92,1.85714285714286,2,19.94
1167,92,3,2,24.74
1167,92,5.71428571428571,2,23.54
1167,92,19.5714285714286,6,99.19
1167,92,38,3,76.97
1167,92,67.4285714285714,5,62.79
1167,92,83.6390356136087,0,0
1174,93,0.571428571428571,1,34.9
1174,93,2.3299549772138,0,0
1188,94,0.571428571428571,3,43.09
1188,94,1.60266736622101,0,0
1209,95,0.571428571428571,3,31.51
1209,95,1.88501075848139,0,0
1223,96,0.571428571428571,3,56.51
1223,96,2.12913704064808,0,0
1240,97,0.571428571428571,2,36.36
1240,97,0.697644718989198,0,0
1241,98,0.571428571428571,1,11.77
1241,98,24.5714285714286,2,25.74
1241,98,32.4285714285714,3,41.1
1241,98,50.5714285714286,1,14.99
1241,98,56,3,38.97
1241,98,61.9793494357461,0,0
1251,99,0.571428571428571,1,6.79
1251,99,2,1,4.79
1251,99,33.5714285714286,2,24.5
1251,99,36.1428571428571,4,35.96
1251,99,38.1428571428571,2,17.48
1251,99,54.4285714285714,3,32.47
1251,99,64.1428571428571,3,58.97
1251,99,69.8571428571429,3,21.09
1251,99,71.4034681784438,0,0
1252,100,0.571428571428571,1,16.99
1252,100,24.4285714285714,2,26.22
1252,100,48.9887398223592,0,0
441,101,0.714285714285714,5,62.45
441,101,6.14285714285714,1,12.49
441,101,17.7142857142857,1,6.79
441,101,20.7142857142857,1,6.79
441,101,32,3,37.31
441,101,36.8571428571429,2,23.98
441,101,45.7142857142857,2,15.48
441,101,46.1428571428571,1,14.49
441,101,49,1,14.99
441,101,74,2,24.48
441,101,81.3613807425967,0,0
1115,102,0.714285714285714,1,19.99
1115,102,2.42026589784239,0,0
1265,103,0.714285714285714,4,34.74
1265,103,1.09520411837314,0,0
1280,104,0.714285714285714,1,22.7
1280,104,2.67237924804379,0,0
1283,105,0.714285714285714,6,79.21
1283,105,24.8571428571429,7,92.8
1283,105,35.1339924894606,0,0
1291,106,0.714285714285714,3,52.3
1291,106,6.85714285714286,3,52.3
1291,106,8.42457857741309,0,0
1302,107,0.714285714285714,6,125.82
1302,107,1.01209102218438,0,0
1317,108,0.714285714285714,2,32.98
1317,108,2.37466297318627,0,0
1322,109,0.714285714285714,2,27.13
1322,109,1,3,39.09
1322,109,2.96277735914503,0,0
1333,110,0.714285714285714,3,42.49
1333,110,44.4285714285714,2,29.48
1333,110,58.783521171127,0,0
1343,111,0.714285714285714,1,9.97
1343,111,1,1,12.97
1343,111,74.1428571428571,1,12.58
1343,111,88.0771647122289,0,0
1350,112,0.714285714285714,7,156
1350,112,2.27044899409105,0,0
1365,113,0.714285714285714,1,11.77
1365,113,0.894711868105722,0,0
1377,114,0.714285714285714,1,14.37
1377,114,24.8571428571429,1,24.99
1377,114,29.7331154229386,0,0
1380,115,0.714285714285714,2,29.33
1380,115,1.9607744707859,0,0
1393,116,0.714285714285714,1,8.77
1393,116,6,3,28.31
1393,116,52.2857142857143,4,58.46
1393,116,72.8571428571429,3,14.47
1393,116,80.2145180782869,0,0
1395,117,0.714285714285714,1,8.77
1395,117,1.3208975635602,0,0
1420,118,0.714285714285714,1,11.77
1420,118,1.27156637675528,0,0
1433,119,0.714285714285714,1,9.98
1433,119,1.82969203099076,0,0
1446,120,0.714285714285714,1,19.77
1446,120,1.93290213422318,0,0
1480,121,0.714285714285714,1,15.96
1480,121,3.71428571428571,1,13.77
1480,121,4.65614982318532,0,0
1483,122,0.714285714285714,11,163.52
1483,122,2.14041371011574,0,0
1504,123,0.714285714285714,1,24.99
1504,123,0.785412399297846,0,0
1518,124,0.714285714285714,1,14.96
1518,124,2.22778795446668,0,0
1528,125,0.714285714285714,1,10.99
1528,125,7.85714285714286,3,36.71
1528,125,58.2857142857143,1,7.49
1528,125,74.5536423029289,0,0
719,126,0.857142857142857,2,34.98
719,126,2.15610092073413,0,0
1463,127,0.857142857142857,3,28.37
1463,127,1.50347684683012,0,0
1540,128,0.857142857142857,1,10.77
1540,128,1.93116890718894,0,0
1544,129,0.857142857142857,1,6.79
1544,129,1.14285714285714,2,9.58
